batch,time_point,replicate,DSB,repeat,allele,combo,Counts,Uncuttable_Combo_Counts,Fold_of_Uncuttable,Percent_of_Uncuttable,Inverse_Fold_NO_CUT_over_Counts,Percent_of_Counts_plus_NO_CUT
6,0,1,DSB2,INTACT,CHRIV_L12_2,C_to_D,186,21258,0.008749647191645497,0.8749647191645498,114.29032258064517,0.8673754896474538
6,0,1,DSB2,INTACT,CHRIV_L13,C_to_D,73,21258,0.00343400131715119,0.343400131715119,291.2054794520548,0.34222493085181194
6,0,1,DSB2,INTACT,CHRIV_L15_2,C_to_D,295,21258,0.013877128610405494,1.3877128610405494,72.06101694915255,1.3687189718368673
6,0,1,DSB2,INTACT,CHRVII_990K,C_to_D,48,21258,0.0022579734688117415,0.22579734688117414,442.875,0.22528865108420162
6,0,1,DSB2,INTACT,CHRVII_L03,C_to_D,764,21258,0.03593941104525355,3.593941104525355,27.82460732984293,3.46925801471256
6,0,1,DSB2,INTACT,CHRVII_L06,C_to_D,19,21258,8.93781164737981e-4,0.0893781164737981,1118.842105263158,0.08929830333223669
6,0,1,DSB2,INTACT,CHRVII_L09,C_to_D,230,21258,0.010819456204722928,1.0819456204722928,92.42608695652174,1.0703648548026805
6,0,1,DSB2,INTACT,CHRXII_L01,C_to_D,1201,21258,0.05649637783422711,5.649637783422712,17.700249791840132,5.347522151476023
6,0,1,DSB2,INTACT,CHRXII_L05,C_to_D,47,21258,0.0022109323548781634,0.22109323548781634,452.29787234042556,0.2206054916686224
6,0,1,DSB2,INTACT,CHRXII_L07,C_to_D,121,21258,0.005691974785962932,0.5691974785962931,175.68595041322314,0.5659759577155152
6,0,1,DSB2,INTACT,CHRXII_L12,C_to_D,119,21258,0.0055978925580957755,0.5597892558095776,178.6386554621849,0.5566730598306591
6,0,1,DSB2,INTACT,CHRXV_L01,C_to_D,67,21258,0.0031517546335497223,0.31517546335497226,317.2835820895522,0.3141852286049238
6,0,1,DSB2,INTACT,CHRXV_L04,C_to_D,113,21258,0.005315645874494308,0.5315645874494308,188.12389380530973,0.5287539188620093
6,0,1,DSB2,INTACT,CHRXV_L15,C_to_D,234,21258,0.01100762066045724,1.100762066045724,90.84615384615384,1.0887772194304857
6,0,1,DSB2,INTACT,CHRXV_L17_2,C_to_D,43,21258,0.002022767899143852,0.20227678991438516,494.3720930232558,0.2018684568799587
6,0,1,DSB2,INTACT,CHRXV_L18_1PERCENT_CONTROL,C_to_D,33,21258,0.0015523567598080723,0.15523567598080723,644.1818181818181,0.15499506833873467
6,0,1,DSB2,INTACT,COMMON,C_to_D,1715641,21258,80.70566375011761,8070.56637501176,0.012390704115837753,98.77609463762717
6,0,1,DSB2,INTACT,NO_CUT,C_to_D,21258,21258,1,100,1,50
6,0,1,DSB2,SSA,CHRIII_L02,C_to_D,5,10877,4.596855750666544e-4,0.04596855750666544,2175.4,0.045947436133063776
6,0,1,DSB2,SSA,CHRIII_L04,C_to_D,3,10877,2.7581134503999266e-4,0.027581134503999266,3625.6666666666665,0.027573529411764705
6,0,1,DSB2,SSA,CHRIV_L03,C_to_D,3,10877,2.7581134503999266e-4,0.027581134503999266,3625.6666666666665,0.027573529411764705
6,0,1,DSB2,SSA,CHRIV_L10_2,C_to_D,2,10877,1.8387423002666178e-4,0.018387423002666176,5438.5,0.01838404265097895
6,0,1,DSB2,SSA,CHRIV_L12_2,C_to_D,2,10877,1.8387423002666178e-4,0.018387423002666176,5438.5,0.01838404265097895
6,0,1,DSB2,SSA,CHRIV_L15_2,C_to_D,7,10877,6.435598050933162e-4,0.06435598050933161,1553.857142857143,0.06431459022418229
6,0,1,DSB2,SSA,CHRVII_990K,C_to_D,2,10877,1.8387423002666178e-4,0.018387423002666176,5438.5,0.01838404265097895
6,0,1,DSB2,SSA,CHRVII_L03,C_to_D,7,10877,6.435598050933162e-4,0.06435598050933161,1553.857142857143,0.06431459022418229
6,0,1,DSB2,SSA,CHRVII_L06,C_to_D,1,10877,9.193711501333089e-5,0.009193711501333088,10877,0.009192866335723478
6,0,1,DSB2,SSA,CHRVII_L09,C_to_D,6,10877,5.516226900799853e-4,0.05516226900799853,1812.8333333333333,0.05513185702471745
6,0,1,DSB2,SSA,CHRXII_L01,C_to_D,11,10877,0.0010113082651466397,0.10113082651466397,988.8181818181819,0.10102865540044086
6,0,1,DSB2,SSA,CHRXII_L07,C_to_D,1,10877,9.193711501333089e-5,0.009193711501333088,10877,0.009192866335723478
6,0,1,DSB2,SSA,CHRXII_L12,C_to_D,1,10877,9.193711501333089e-5,0.009193711501333088,10877,0.009192866335723478
6,0,1,DSB2,SSA,CHRXV_L04,C_to_D,2,10877,1.8387423002666178e-4,0.018387423002666176,5438.5,0.01838404265097895
6,0,1,DSB2,SSA,CHRXV_L15,C_to_D,2,10877,1.8387423002666178e-4,0.018387423002666176,5438.5,0.01838404265097895
6,0,1,DSB2,SSA,COMMON,C_to_D,24871,10877,2.2865679874965523,228.65679874965522,0.43733665715089864,69.57312297191451
6,0,1,DSB2,SSA,NO_CUT,C_to_D,10877,10877,1,100,1,50
6,0,1,TRANS,INTACT,CHRIII_L02,A_to_D,124,418,0.2966507177033493,29.66507177033493,3.370967741935484,22.878228782287824
6,0,1,TRANS,INTACT,CHRIII_L02,C_to_B,3,106,0.02830188679245283,2.830188679245283,35.333333333333336,2.7522935779816513
6,0,1,TRANS,INTACT,CHRIII_L03,A_to_D,35,418,0.08373205741626795,8.373205741626794,11.942857142857143,7.72626931567329
6,0,1,TRANS,INTACT,CHRIII_L04,A_to_D,512,418,1.2248803827751196,122.48803827751196,0.81640625,55.053763440860216
6,0,1,TRANS,INTACT,CHRIV_L01,A_to_D,152,418,0.36363636363636365,36.36363636363637,2.75,26.666666666666668
6,0,1,TRANS,INTACT,CHRIV_L03,A_to_D,161,418,0.38516746411483255,38.516746411483254,2.5962732919254656,27.806563039723663
6,0,1,TRANS,INTACT,CHRIV_L03,C_to_B,1,106,0.009433962264150943,0.9433962264150944,106,0.9345794392523364
6,0,1,TRANS,INTACT,CHRIV_L06_2,A_to_D,105,418,0.2511961722488038,25.119617224880383,3.980952380952381,20.076481835564053
6,0,1,TRANS,INTACT,CHRIV_L10_2,A_to_D,199,418,0.47607655502392343,47.60765550239235,2.100502512562814,32.25283630470016
6,0,1,TRANS,INTACT,CHRIV_L12_2,A_to_D,157,418,0.37559808612440193,37.55980861244019,2.662420382165605,27.304347826086957
6,0,1,TRANS,INTACT,CHRIV_L12_2,C_to_B,1,106,0.009433962264150943,0.9433962264150944,106,0.9345794392523364
6,0,1,TRANS,INTACT,CHRIV_L13,A_to_D,96,418,0.22966507177033493,22.966507177033492,4.354166666666667,18.67704280155642
6,0,1,TRANS,INTACT,CHRIV_L15_2,A_to_D,175,418,0.41866028708133973,41.866028708133975,2.388571428571429,29.51096121416526
6,0,1,TRANS,INTACT,CHRIV_L15_2,C_to_B,8,106,0.07547169811320754,7.547169811320755,13.25,7.017543859649122
6,0,1,TRANS,INTACT,CHRVII_990K,A_to_D,88,418,0.21052631578947367,21.05263157894737,4.75,17.391304347826086
6,0,1,TRANS,INTACT,CHRVII_L03,A_to_D,96,418,0.22966507177033493,22.966507177033492,4.354166666666667,18.67704280155642
6,0,1,TRANS,INTACT,CHRVII_L06,A_to_D,211,418,0.5047846889952153,50.47846889952153,1.981042654028436,33.54531001589825
6,0,1,TRANS,INTACT,CHRVII_L09,A_to_D,138,418,0.33014354066985646,33.014354066985646,3.028985507246377,24.820143884892087
6,0,1,TRANS,INTACT,CHRXII_L01,A_to_D,69,418,0.16507177033492823,16.507177033492823,6.057971014492754,14.168377823408624
6,0,1,TRANS,INTACT,CHRXII_L01,C_to_B,1,106,0.009433962264150943,0.9433962264150944,106,0.9345794392523364
6,0,1,TRANS,INTACT,CHRXII_L05,A_to_D,188,418,0.44976076555023925,44.97607655502392,2.223404255319149,31.023102310231025
6,0,1,TRANS,INTACT,CHRXII_L07,A_to_D,193,418,0.46172248803827753,46.17224880382775,2.1658031088082903,31.587561374795417
6,0,1,TRANS,INTACT,CHRXII_L12,A_to_D,184,418,0.44019138755980863,44.01913875598086,2.2717391304347827,30.564784053156146
6,0,1,TRANS,INTACT,CHRXV_L01,A_to_D,170,418,0.40669856459330145,40.66985645933014,2.458823529411765,28.91156462585034
6,0,1,TRANS,INTACT,CHRXV_L15,A_to_D,99,418,0.23684210526315788,23.68421052631579,4.222222222222222,19.148936170212767
6,0,1,TRANS,INTACT,CHRXV_L17_2,A_to_D,245,418,0.5861244019138756,58.61244019138756,1.7061224489795919,36.95324283559577
6,0,1,TRANS,INTACT,CHRXV_L18_1PERCENT_CONTROL,A_to_D,31,418,0.07416267942583732,7.416267942583732,13.483870967741936,6.904231625835189
6,0,1,TRANS,INTACT,COMMON,A_to_D,2,418,0.004784688995215311,0.4784688995215311,209,0.47619047619047616
6,0,1,TRANS,INTACT,COMMON,C_to_B,2045,106,19.29245283018868,1929.245283018868,0.05183374083129584,95.07205950720595
6,0,1,TRANS,INTACT,NO_CUT,A_to_D,418,418,1,100,1,50
6,0,1,TRANS,INTACT,NO_CUT,C_to_B,106,106,1,100,1,50
6,0,1,TRANS,SSA,CHRIII_L02,A_to_D,14,122,0.11475409836065574,11.475409836065573,8.714285714285714,10.294117647058824
6,0,1,TRANS,SSA,CHRIII_L03,A_to_D,3,122,0.02459016393442623,2.459016393442623,40.666666666666664,2.4
6,0,1,TRANS,SSA,CHRIII_L04,A_to_D,69,122,0.5655737704918032,56.557377049180324,1.7681159420289856,36.12565445026178
6,0,1,TRANS,SSA,CHRIV_L01,A_to_D,31,122,0.2540983606557377,25.40983606557377,3.935483870967742,20.26143790849673
6,0,1,TRANS,SSA,CHRIV_L03,A_to_D,34,122,0.2786885245901639,27.868852459016395,3.588235294117647,21.794871794871796
6,0,1,TRANS,SSA,CHRIV_L06_2,A_to_D,18,122,0.14754098360655737,14.754098360655737,6.777777777777778,12.857142857142858
6,0,1,TRANS,SSA,CHRIV_L10_2,A_to_D,50,122,0.4098360655737705,40.98360655737705,2.44,29.069767441860463
6,0,1,TRANS,SSA,CHRIV_L12_2,A_to_D,32,122,0.26229508196721313,26.229508196721312,3.8125,20.77922077922078
6,0,1,TRANS,SSA,CHRIV_L13,A_to_D,20,122,0.16393442622950818,16.39344262295082,6.1,14.084507042253522
6,0,1,TRANS,SSA,CHRIV_L15_2,A_to_D,22,122,0.18032786885245902,18.0327868852459,5.545454545454546,15.277777777777779
6,0,1,TRANS,SSA,CHRVII_990K,A_to_D,19,122,0.1557377049180328,15.573770491803279,6.421052631578948,13.47517730496454
6,0,1,TRANS,SSA,CHRVII_L03,A_to_D,17,122,0.13934426229508196,13.934426229508198,7.176470588235294,12.23021582733813
6,0,1,TRANS,SSA,CHRVII_L06,A_to_D,44,122,0.36065573770491804,36.0655737704918,2.772727272727273,26.50602409638554
6,0,1,TRANS,SSA,CHRVII_L09,A_to_D,22,122,0.18032786885245902,18.0327868852459,5.545454545454546,15.277777777777779
6,0,1,TRANS,SSA,CHRXII_L01,A_to_D,17,122,0.13934426229508196,13.934426229508198,7.176470588235294,12.23021582733813
6,0,1,TRANS,SSA,CHRXII_L05,A_to_D,18,122,0.14754098360655737,14.754098360655737,6.777777777777778,12.857142857142858
6,0,1,TRANS,SSA,CHRXII_L07,A_to_D,33,122,0.27049180327868855,27.049180327868854,3.696969696969697,21.29032258064516
6,0,1,TRANS,SSA,CHRXII_L12,A_to_D,36,122,0.29508196721311475,29.508196721311474,3.388888888888889,22.78481012658228
6,0,1,TRANS,SSA,CHRXV_L01,A_to_D,29,122,0.23770491803278687,23.770491803278688,4.206896551724138,19.205298013245034
6,0,1,TRANS,SSA,CHRXV_L15,A_to_D,16,122,0.13114754098360656,13.114754098360656,7.625,11.594202898550725
6,0,1,TRANS,SSA,CHRXV_L17_2,A_to_D,65,122,0.5327868852459017,53.278688524590166,1.876923076923077,34.75935828877005
6,0,1,TRANS,SSA,CHRXV_L18_1PERCENT_CONTROL,A_to_D,9,122,0.07377049180327869,7.377049180327869,13.555555555555555,6.870229007633588
6,0,1,TRANS,SSA,COMMON,C_to_B,676,18,37.55555555555556,3755.5555555555557,0.026627218934911243,97.40634005763688
6,0,1,TRANS,SSA,NO_CUT,A_to_D,122,122,1,100,1,50
6,0,1,TRANS,SSA,NO_CUT,C_to_B,18,18,1,100,1,50
6,180,1,DSB1,INTACT,CHRIII_L02,A_to_B,6826,22097,0.3089107118613386,30.891071186133864,3.2371813653677117,23.600594682432668
6,180,1,DSB1,INTACT,CHRIII_L03,A_to_B,18356,22097,0.8307010001357651,83.070100013576507,1.2038025713663107,45.376115492052506
6,180,1,DSB1,INTACT,CHRIII_L04,A_to_B,127393,22097,5.765171742770512,576.5171742770511,0.17345537038926787,85.21840925814436
6,180,1,DSB1,INTACT,CHRIV_L01,A_to_B,17754,22097,0.803457482916233,80.3457482916233,1.2446209304945364,44.55095229730747
6,180,1,DSB1,INTACT,CHRIV_L03,A_to_B,5337,22097,0.24152599900438973,24.152599900438975,4.140341015551808,19.453962236640663
6,180,1,DSB1,INTACT,CHRIV_L06_2,A_to_B,22259,22097,1.0073313119427976,100.73313119427976,0.9927220450154993,50.18261340066733
6,180,1,DSB1,INTACT,CHRIV_L10_2,A_to_B,14797,22097,0.6696384124541793,66.96384124541792,1.493343245252416,40.10679243237383
6,180,1,DSB1,INTACT,CHRIV_L12_2,A_to_B,22924,22097,1.037425894917862,103.74258949178622,0.9639242715058454,50.918460274094315
6,180,1,DSB1,INTACT,CHRIV_L13,A_to_B,13246,22097,0.5994478888536905,59.94478888536906,1.668201721274347,37.47842571371983
6,180,1,DSB1,INTACT,CHRIV_L15_2,A_to_B,24287,22097,1.0991084762637462,109.91084762637462,0.9098283032074772,52.36072783718524
6,180,1,DSB1,INTACT,CHRVII_990K,A_to_B,25634,22097,1.160066977417749,116.0066977417749,0.8620191932589529,53.70513921769919
6,180,1,DSB1,INTACT,CHRVII_L03,A_to_B,10929,22097,0.4945920260668869,49.45920260668869,2.0218684234605178,33.092109247259735
6,180,1,DSB1,INTACT,CHRVII_L06,A_to_B,17537,22097,0.7936371453138436,79.36371453138435,1.2600216684723726,44.24736337488015
6,180,1,DSB1,INTACT,CHRVII_L09,A_to_B,7633,22097,0.34543150653934923,34.54315065393492,2.8949299096030394,25.67440295997309
6,180,1,DSB1,INTACT,CHRXII_L01,A_to_B,15705,22097,0.7107299633434403,71.07299633434403,1.4070041388092964,41.54542087720226
6,180,1,DSB1,INTACT,CHRXII_L05,A_to_B,50405,22097,2.281078879485903,228.1078879485903,0.43838904870548556,69.52222007668755
6,180,1,DSB1,INTACT,CHRXII_L07,A_to_B,16565,22097,0.7496492736570575,74.96492736570575,1.3339571385451252,42.84568827272257
6,180,1,DSB1,INTACT,CHRXII_L12,A_to_B,8006,22097,0.3623116260125809,36.23116260125809,2.7600549587809144,26.59535594459024
6,180,1,DSB1,INTACT,CHRXV_L01,A_to_B,22259,22097,1.0073313119427976,100.73313119427976,0.9927220450154993,50.18261340066733
6,180,1,DSB1,INTACT,CHRXV_L04,A_to_B,25,22097,0.0011313752998144545,0.11313752998144544,883.88,0.11300967362806257
6,180,1,DSB1,INTACT,CHRXV_L15,A_to_B,6156,22097,0.27858985382631124,27.858985382631126,3.5895061728395063,21.788836583725622
6,180,1,DSB1,INTACT,CHRXV_L17_2,A_to_B,24203,22097,1.0953070552563697,109.53070552563696,0.9129859934718837,52.27429805615551
6,180,1,DSB1,INTACT,CHRXV_L18_1PERCENT_CONTROL,A_to_B,3927,22097,0.1777164320948545,17.77164320948545,5.626941685765215,15.08991699969259
6,180,1,DSB1,INTACT,COMMON,A_to_B,54,22097,0.0024437706475992217,0.24437706475992216,409.2037037037037,0.24378131912780462
6,180,1,DSB1,INTACT,NO_CUT,A_to_B,22097,22097,1,100,1,50
6,180,1,DSB1,SSA,CHRIII_L02,A_to_B,16081,91176,0.17637316837764325,17.637316837764324,5.669796654436913,14.992960832393225
6,180,1,DSB1,SSA,CHRIII_L03,A_to_B,38422,91176,0.42140475563744845,42.14047556374484,2.3730154598927697,29.64706245466751
6,180,1,DSB1,SSA,CHRIII_L04,A_to_B,162267,91176,1.7797117662542774,177.97117662542774,0.5618887389302816,64.02504705199986
6,180,1,DSB1,SSA,CHRIV_L01,A_to_B,40327,91176,0.4422984118627709,44.22984118627709,2.260917003496417,30.66622054249713
6,180,1,DSB1,SSA,CHRIV_L03,A_to_B,10209,91176,0.11197025533035009,11.19702553303501,8.930943285336468,10.069536913744637
6,180,1,DSB1,SSA,CHRIV_L06_2,A_to_B,48033,91176,0.5268162674387997,52.68162674387997,1.8981949909437261,34.50423464000173
6,180,1,DSB1,SSA,CHRIV_L10_2,A_to_B,37406,91176,0.4102614723172765,41.02614723172765,2.437469924611025,29.091163615436063
6,180,1,DSB1,SSA,CHRIV_L12_2,A_to_B,54081,91176,0.5931495130297447,59.314951302974464,1.6859155710878126,37.2312521943865
6,180,1,DSB1,SSA,CHRIV_L13,A_to_B,28193,91176,0.3092151443362288,30.921514433622882,3.2339942538928104,23.618359875679616
6,180,1,DSB1,SSA,CHRIV_L15_2,A_to_B,57327,91176,0.6287509871018689,62.87509871018689,1.5904547595373908,38.60326054019111
6,180,1,DSB1,SSA,CHRVII_990K,A_to_B,58542,91176,0.6420768623321926,64.20768623321926,1.5574459362508968,39.101510840379916
6,180,1,DSB1,SSA,CHRVII_L03,A_to_B,23343,91176,0.25602132140036854,25.60213214003685,3.9059246883434007,20.38351714562649
6,180,1,DSB1,SSA,CHRVII_L06,A_to_B,36659,91176,0.40206852680529964,40.20685268052996,2.4871382198095966,28.676809950326593
6,180,1,DSB1,SSA,CHRVII_L09,A_to_B,17125,91176,0.18782355005703255,18.782355005703256,5.32414598540146,15.812411704416395
6,180,1,DSB1,SSA,CHRXII_L01,A_to_B,33842,91176,0.37117223830832674,37.11722383083268,2.6941670114059453,27.06970196291734
6,180,1,DSB1,SSA,CHRXII_L05,A_to_B,104898,91176,1.1505001316135826,115.05001316135825,0.8691872104329921,53.499189081673244
6,180,1,DSB1,SSA,CHRXII_L07,A_to_B,35130,91176,0.3852987628323243,38.52987628323243,2.5953885567890693,27.813405538929267
6,180,1,DSB1,SSA,CHRXII_L12,A_to_B,17410,91176,0.19094937264192333,19.094937264192332,5.236990235496841,16.033374468163483
6,180,1,DSB1,SSA,CHRXV_L01,A_to_B,57509,91176,0.6307471264367817,63.07471264367816,1.5854214123006833,38.6784140969163
6,180,1,DSB1,SSA,CHRXV_L04,A_to_B,31,91176,3.4000175484776696e-4,0.0340001754847767,2941.1612903225805,0.03398861929457169
6,180,1,DSB1,SSA,CHRXV_L15,A_to_B,13568,91176,0.14881109063788717,14.881109063788717,6.719929245283019,12.953486595890935
6,180,1,DSB1,SSA,CHRXV_L17_2,A_to_B,52188,91176,0.5723874703869439,57.23874703869439,1.7470682915612785,36.40244412823303
6,180,1,DSB1,SSA,CHRXV_L18_1PERCENT_CONTROL,A_to_B,11342,91176,0.1243967710801088,12.43967710801088,8.038793863516135,11.063423008642385
6,180,1,DSB1,SSA,COMMON,A_to_B,100,91176,0.0010967798543476354,0.10967798543476354,911.76,0.10955782461983435
6,180,1,DSB1,SSA,NO_CUT,A_to_B,91176,91176,1,100,1,50
6,180,1,DSB2,INTACT,CHRIII_L02,C_to_D,52,11308,0.004598514326140785,0.4598514326140785,217.46153846153845,0.45774647887323944
