batch,time_point,replicate,DSB,repeat,allele,combo,Counts,Uncuttable_Counts,Percent_of_Uncuttable
8,180,1,TRANS,INTACT,CHRVII_L03,C_to_B,1,421,0.2375296912114014
8,180,1,TRANS,INTACT,CHRVII_L06,A_to_D,1815,421,431.1163895486936
8,180,1,TRANS,INTACT,CHRVII_L09,A_to_D,1691,421,401.66270783847983
8,180,1,TRANS,INTACT,CHRXII_L01,A_to_D,582,421,138.24228028503563
8,180,1,TRANS,INTACT,CHRXII_L05,A_to_D,495,421,117.57719714964371
8,180,1,TRANS,INTACT,CHRXII_L07,A_to_D,506,421,120.19002375296913
8,180,1,TRANS,INTACT,CHRXII_L12,A_to_D,2855,421,678.1472684085511
8,180,1,TRANS,INTACT,CHRXV_L01,A_to_D,5302,421,1259.3824228028504
8,180,1,TRANS,INTACT,CHRXV_L04,A_to_D,3,421,0.7125890736342043
8,180,1,TRANS,INTACT,CHRXV_L15,A_to_D,412,421,97.86223277909738
8,180,1,TRANS,INTACT,CHRXV_L17_2,A_to_D,947,421,224.94061757719714
8,180,1,TRANS,INTACT,CHRXV_L18_1PERCENT_CONTROL,A_to_D,25,421,5.938242280285036
8,180,1,TRANS,INTACT,COMMON,A_to_D,1,421,0.2375296912114014
8,180,1,TRANS,INTACT,COMMON,C_to_B,9081,421,2157.0071258907365
8,180,1,TRANS,INTACT,NO_CUT,A_to_D,363,421,86.22327790973871
8,180,1,TRANS,INTACT,NO_CUT,C_to_B,58,421,13.776722090261282
8,180,1,TRANS,SSA,CHRIII_L02,A_to_D,2267,1474,153.79918588873812
8,180,1,TRANS,SSA,CHRIII_L02,C_to_B,10,1474,0.6784260515603799
8,180,1,TRANS,SSA,CHRIII_L03,A_to_D,3719,1474,252.3066485753053
8,180,1,TRANS,SSA,CHRIII_L03,C_to_B,13,1474,0.8819538670284939
8,180,1,TRANS,SSA,CHRIII_L04,A_to_D,5291,1474,358.95522388059703
8,180,1,TRANS,SSA,CHRIII_L04,C_to_B,1,1474,0.06784260515603799
8,180,1,TRANS,SSA,CHRIV_L01,A_to_D,6280,1474,426.0515603799186
8,180,1,TRANS,SSA,CHRIV_L03,A_to_D,10287,1474,697.8968792401628
8,180,1,TRANS,SSA,CHRIV_L03,C_to_B,1,1474,0.06784260515603799
8,180,1,TRANS,SSA,CHRIV_L06_2,A_to_D,6206,1474,421.0312075983718
8,180,1,TRANS,SSA,CHRIV_L06_2,C_to_B,2,1474,0.13568521031207598
8,180,1,TRANS,SSA,CHRIV_L10_2,A_to_D,3808,1474,258.3446404341927
8,180,1,TRANS,SSA,CHRIV_L10_2,C_to_B,1,1474,0.06784260515603799
8,180,1,TRANS,SSA,CHRIV_L12_2,A_to_D,2770,1474,187.92401628222524
8,180,1,TRANS,SSA,CHRIV_L12_2,C_to_B,5,1474,0.33921302578018997
8,180,1,TRANS,SSA,CHRIV_L13,A_to_D,4615,1474,313.0936227951153
8,180,1,TRANS,SSA,CHRIV_L13,C_to_B,1,1474,0.06784260515603799
8,180,1,TRANS,SSA,CHRIV_L15_2,A_to_D,4400,1474,298.5074626865672
8,180,1,TRANS,SSA,CHRIV_L15_2,C_to_B,14,1474,0.9497964721845319
8,180,1,TRANS,SSA,CHRVII_990K,A_to_D,3384,1474,229.57937584803256
8,180,1,TRANS,SSA,CHRVII_990K,C_to_B,1,1474,0.06784260515603799
8,180,1,TRANS,SSA,CHRVII_L03,A_to_D,3042,1474,206.37720488466758
8,180,1,TRANS,SSA,CHRVII_L03,C_to_B,9,1474,0.6105834464043419
8,180,1,TRANS,SSA,CHRVII_L06,A_to_D,11216,1474,760.9226594301222
8,180,1,TRANS,SSA,CHRVII_L06,C_to_B,2,1474,0.13568521031207598
8,180,1,TRANS,SSA,CHRVII_L09,A_to_D,11176,1474,758.2089552238806
8,180,1,TRANS,SSA,CHRXII_L01,A_to_D,3554,1474,241.112618724559
8,180,1,TRANS,SSA,CHRXII_L05,A_to_D,2934,1474,199.05020352781546
8,180,1,TRANS,SSA,CHRXII_L05,C_to_B,4,1474,0.27137042062415195
8,180,1,TRANS,SSA,CHRXII_L07,A_to_D,2263,1474,153.52781546811397
8,180,1,TRANS,SSA,CHRXII_L07,C_to_B,2,1474,0.13568521031207598
8,180,1,TRANS,SSA,CHRXII_L12,A_to_D,19413,1474,1317.0284938941656
8,180,1,TRANS,SSA,CHRXII_L12,C_to_B,1,1474,0.06784260515603799
8,180,1,TRANS,SSA,CHRXV_L01,A_to_D,34978,1474,2372.998643147897
8,180,1,TRANS,SSA,CHRXV_L04,A_to_D,4,1474,0.27137042062415195
8,180,1,TRANS,SSA,CHRXV_L04,C_to_B,1,1474,0.06784260515603799
8,180,1,TRANS,SSA,CHRXV_L15,A_to_D,2408,1474,163.36499321573947
8,180,1,TRANS,SSA,CHRXV_L17_2,A_to_D,5158,1474,349.93215739484395
8,180,1,TRANS,SSA,CHRXV_L17_2,C_to_B,1,1474,0.06784260515603799
8,180,1,TRANS,SSA,CHRXV_L18_1PERCENT_CONTROL,A_to_D,122,1474,8.276797829036635
8,180,1,TRANS,SSA,CHRXV_L18_1PERCENT_CONTROL,C_to_B,3,1474,0.20352781546811397
8,180,1,TRANS,SSA,COMMON,A_to_D,11,1474,0.746268656716418
8,180,1,TRANS,SSA,COMMON,C_to_B,70029,1474,4750.949796472185
8,180,1,TRANS,SSA,NO_CUT,A_to_D,1284,1474,87.10990502035278
8,180,1,TRANS,SSA,NO_CUT,C_to_B,190,1474,12.890094979647218
